Gene,CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell
RRAS,108.6019515,388.5406403,73.41138729,41.63677616,43.2836451,38.42751712,37.19503144,44.86925503,12.84206082,31.23514311,34.671722,129.8714139,271.2748252,203.6275942,21.46215476,99.03144573,27.64082708,21.89782529,43.16693504,102.0122779
S100A12,655.9390706,103.5363811,46.03084801,71.47967761,29.62623346,27.25970063,20.56001744,19.98157608,43.82159575,14.75430043,58.42535615,20.0165161,31.09564885,13.01220354,14.82133631,39.9950359,14.04455284,617.9793152,123.8185103,11.83432212
S100B,9.601537557,10.45242634,11.9424836,34.35659843,18.79017869,22.32865451,11.87389916,9.762508622,10.50355428,9.271948943,8.389109121,20.23880087,10.35864253,11.89971653,10.04302728,29.67431074,9.971537007,11.65674329,10.10568108,15.51415331
S100P,117.6682209,91.22763488,34.51133428,28.55151545,25.23122407,28.0683052,43.58655064,702.5883218,1026.492039,25.05194594,46.27061954,30.92007051,27.52959187,20.79830149,17.96181247,16.1208751,15.49439491,741.1481276,35.42363289,16.09520425
SCRN1,85.13756859,225.9672477,33.9151586,67.68914445,141.0246584,43.23882517,33.31417754,99.02090425,84.31811583,30.40107914,196.3909825,30.8746285,73.29363702,90.38533447,230.9243204,134.783702,126.5826759,42.81546148,168.317944,114.8149179
SDC1,20.62648574,24.60396927,24.60514239,16.40288943,23.52050294,19.21975703,19.10655488,28.0420809,16.31651468,15.83297508,21.86168772,37.53327009,25.55445913,31.127249,24.55698924,31.55905337,24.79887536,26.78966508,996.5638323,47.38932123
SEC63,52.20434746,64.64920698,77.73097269,53.77087671,227.4743361,78.17603793,61.14275729,65.95037539,80.92044487,70.50209807,78.21718559,40.25424723,39.46644409,44.34027112,95.0505003,65.93820057,101.0408738,55.63381994,149.4175287,63.67380627
SERPINF2,22.717928,18.71683726,20.76616794,23.07100574,15.75362721,17.82347812,24.25168476,15.27016209,8.418959037,16.92337491,20.48424203,26.42707497,22.96898361,27.10046304,19.5227153,37.78375838,25.16540725,21.02777312,29.91532246,178.7805912
SETBP1,25.12551429,79.18072748,28.08892499,86.3251283,140.0161993,36.94103439,11.29997341,32.28710002,31.01293257,67.90329807,45.55513197,21.24400537,17.20597783,20.8123127,157.6850312,27.93847032,149.4771373,26.22690449,77.95595932,62.1369964
SF3A3,109.4477111,273.0136464,191.0306861,106.4306596,188.1798452,191.0686657,76.56541215,263.91632,70.53653489,165.7063708,220.0323518,115.0015053,146.5464829,184.9975743,95.60065853,221.12181,96.65835861,90.56251197,54.31549281,77.45222366
SFTPD,26.13515207,111.0084149,19.8149713,15.6863971,27.51034975,13.73656666,16.93120236,15.24977373,10.32077039,9.69617852,13.40810572,21.63785091,11.76085403,17.67920709,10.95413588,32.91346824,12.11587979,21.00697561,9.981406747,25.89405827
SFXN3,79.38692925,104.4240825,62.79976,65.45767325,146.8795385,70.13717378,140.562714,52.21506655,77.07277448,67.00425913,59.28246158,163.6813683,49.67508072,52.54945777,32.31937286,60.78431495,22.73172352,59.41154885,26.16782193,53.82566177
SH3BP2,61.60903233,78.31425495,42.02231674,73.51030774,77.29127281,46.30160147,25.02761861,24.31878561,64.2292617,37.37467214,25.43850357,34.94195231,29.56256603,28.18426908,44.21399353,36.8881831,78.16843296,89.69965897,26.65636336,28.25098807
SIDT1,23.93276043,30.60171078,80.33372021,65.24252936,141.0752992,87.95419742,17.86586064,50.33296301,34.09960061,120.1096966,54.58116778,40.83841306,14.04863542,13.89062684,167.5136467,27.39794137,252.9932429,37.5601137,66.13331421,56.19183935
SIGLEC6,22.01117651,30.17146993,27.61972835,28.08615245,28.75293007,21.34147429,149.1954657,39.9843241,27.31516211,21.01843001,14.95776794,34.51673153,17.20765678,20.74255624,65.9137514,22.48688783,31.38116573,33.3182282,18.94621693,77.82897254
SLC12A3,21.13235793,26.68072967,19.16114417,14.65392851,16.30817715,17.72120515,19.6686118,13.58494953,15.88387902,13.10768268,20.47778277,24.52304192,11.62131228,11.10072089,22.50197068,17.95753916,18.57336278,24.89258946,22.91767962,64.93547822
SLC15A3,258.0951101,457.1806371,45.33917472,29.0927985,40.41397955,24.4990451,28.37516421,31.65117833,17.18803762,10.07325113,54.45014237,550.0792844,1508.414675,1224.507916,68.71479309,371.4928175,86.77486694,331.8926128,50.34093343,47.54733366
SLC17A5,52.41159961,55.07440991,53.27645106,33.76025522,44.43196429,40.91283072,62.59054172,18.66699069,28.40714177,53.97866768,58.73791045,204.9202752,23.01127293,37.03866607,44.36986911,36.06450385,42.4173104,70.25304705,105.096643,30.65665919
SLC1A4,40.32569773,74.90067158,37.77641149,48.35570754,55.31910111,40.88737035,61.84667402,88.17576233,31.88443757,134.1914708,75.41653039,84.87987704,117.3956521,53.08853683,80.55255659,62.48319618,68.94065372,34.5222468,392.219417,100.4738569
SLC38A1,28.94731445,24.70920625,310.1665763,139.4567178,377.6814612,424.8822757,40.40203338,67.82363086,224.9806249,264.4554388,153.1676682,24.95566815,21.82657743,21.15317647,298.4439711,104.8000415,488.0248689,62.96139994,306.8821288,71.19978035
SLC4A1AP,72.04207187,54.33381457,77.11608869,66.83547484,250.1006308,92.181389,48.25521981,91.59722285,57.71279037,105.2142122,71.12117244,69.75160247,73.52901396,71.10155677,84.07982632,66.33744133,83.46892136,72.0946286,64.39329416,27.3635157
SLC6A13,28.77147671,22.9546016,25.76961056,36.72781145,20.98048738,26.84066539,33.84390423,35.26491365,26.5296149,25.03798517,15.49410112,29.19264529,41.5794298,36.11468841,24.56967211,19.43795951,20.43557106,33.08536183,75.4196905,123.9946539
SLC7A7,1028.398024,1426.352821,71.83399353,55.35578722,59.04458899,30.82272146,47.5934651,33.28578265,39.20794451,21.64762569,97.77639273,209.8148735,1257.300977,647.2501265,135.1840478,161.7636614,169.2379734,181.1256905,275.0393351,16.82074145
SLC9A3R1,156.9022663,398.1280846,267.3826495,248.7955009,225.6541487,345.9535607,87.58446838,652.3208141,249.9117764,366.1769561,149.0533338,55.52518649,115.4442625,97.94434693,90.71579525,100.564206,83.40758499,240.0971138,196.4708115,20.25712935
SLCO2B1,22.33152831,24.06692566,17.74458853,17.75770185,13.85957825,14.83308881,66.41143104,18.11556493,17.58736698,16.0216243,28.0210232,357.9874636,144.3793028,353.0585678,14.80060061,39.63364045,13.72861198,24.28052761,25.39271507,31.15884859
SMARCD3,75.88483791,51.76341548,34.85050651,22.9671045,30.65510083,30.18821879,36.32844285,21.40466007,13.84586795,17.44480141,32.23351203,19.71619006,38.19507047,36.75771791,19.66572008,23.89704804,18.0179342,33.63024944,19.4542021,29.06320708
SOCS2,20.3634828,16.48904758,64.01038969,55.13392378,66.63586309,41.69195392,71.35249174,1285.060803,54.29909603,114.5561208,119.3934799,27.15809645,51.89447017,30.66296175,25.22670744,46.50550782,19.53820151,40.24582493,38.50433528,17.14811583
SPAG4,15.26493638,12.15739033,20.48666382,19.83457906,19.15843805,19.66929555,39.70781115,28.45162391,14.24973469,27.39845078,19.14333467,24.24990077,21.61516788,18.60677815,11.47859838,17.24085919,11.32572542,28.81217412,371.1807181,35.86771048
STAB2,18.54074989,22.52860939,19.76825935,13.71361601,12.84953871,14.39231432,18.5867732,14.86971552,17.79125416,11.60347219,19.26575369,26.62120556,9.210146887,7.147535614,15.571111,16.84271987,18.30632885,17.77187838,29.25120147,28.82701388
STEAP4,36.08464011,16.20142401,14.14938737,13.53627795,11.64729396,10.47547468,15.95645585,20.37249483,13.2621408,10.16470144,9.008593655,15.49536105,12.78131722,13.02981205,10.5765404,17.82686339,9.119141213,197.0155245,5.982149635,15.17291997
SYNE1,17.81834697,13.06274478,23.5586851,39.49714884,163.1145958,40.11504631,17.4266933,16.34278474,192.2720732,21.12865864,14.25676321,18.08501148,15.6416583,19.55822944,40.6319927,19.4517262,69.68297964,27.90377716,21.16610358,17.01751459
TAGLN,48.99305197,122.8996579,28.87251715,30.25344916,29.54196098,22.63423102,23.93099376,51.77785704,29.13997087,26.53080029,27.38973668,23.94711213,47.4739683,43.97621193,37.70992937,38.59437912,48.64693621,36.82738238,25.70323704,28.32661106
TBC1D8,73.24456967,184.5374778,32.1559919,28.48446048,40.43529137,22.74865063,41.93875143,38.65269808,34.0793691,22.83924449,29.30490737,47.22490517,89.97544048,75.58508799,26.30226433,122.2180099,27.25407856,41.41484482,22.52971963,31.02895417
TCL1A,27.08883589,20.95840734,30.97811047,22.5362612,15.08949856,26.96561613,18.97489925,16.79054365,34.23857187,22.28994956,51.30437947,26.76142603,14.62698365,13.34296302,67.19269731,18.18706028,793.8900315,35.25030004,58.3929452,257.2627461
TFEC,85.96938494,24.0011959,15.63079984,22.69556948,13.3963332,13.69592199,14.94053634,15.1007722,16.88009107,17.10101483,53.59001135,54.29770312,44.37445657,53.03923273,34.27391711,49.78004418,15.14647828,29.90247021,13.19970005,54.63374413
TGM3,20.78456768,20.90621959,18.1101542,17.6013214,16.16513523,19.16833433,19.60227373,31.52757041,18.45937232,20.61682635,13.56061022,27.69601381,18.64341549,15.84948908,16.30063354,24.39119979,18.67200244,155.5047555,26.35515017,37.607696
TLL1,8.570943646,13.93196273,11.44631224,11.96126022,12.20677876,9.165693467,8.211164121,14.31112465,14.59818183,11.29938822,5.551838292,12.45295201,7.33620354,7.513473094,9.853894485,13.33837563,9.806158861,19.52987237,8.011406034,95.11036613
TLR5,131.5470643,130.5966791,40.44773288,29.17292635,23.75718605,23.71397596,21.43373872,16.36655878,24.18734649,21.28508766,22.254458,89.1178512,42.20772028,96.71957721,17.4607716,39.30633621,19.84317429,95.83301736,22.17960179,19.80917782
TLR8,213.8319909,197.1090526,25.79374896,31.48149777,24.18852316,12.25340312,12.39062873,16.06999782,14.26815465,12.1038411,19.19850427,69.95458141,160.3547892,88.42653754,10.19707074,82.84229597,9.326644171,292.4206308,10.64546478,22.79954036
TM4SF5,16.79563909,13.75433829,17.05315871,10.95124472,14.89283198,17.36524199,21.41556376,8.325164759,11.55338412,13.47750978,15.18266013,18.94142667,7.056286677,7.145807287,13.51446334,16.98661602,13.14428075,19.07099699,48.57676424,22.37972203
TMC6,76.38328978,219.0220999,151.5296969,145.3284358,75.47694769,143.6807561,67.44198208,119.9789094,68.32025467,80.44863084,54.38144684,115.2101893,141.064862,189.3974561,112.4773439,105.8935472,156.0082141,69.3111774,69.49461658,80.23014412
TMEM9B,262.3187706,521.7194662,173.9289963,166.9378872,362.0249888,182.808903,165.6579102,397.3707829,319.5457695,211.2558294,153.4639673,378.3296862,338.7091206,403.590934,228.5730278,343.4770663,293.1013468,131.5888342,237.8066605,81.12536719
TMF1,61.09001584,47.03119543,80.81724307,67.25367823,268.2541723,78.48457076,42.78416871,81.46069321,65.8901759,83.92135096,83.07641938,45.29441897,45.74835077,45.81718493,60.70641159,60.81043523,70.62512117,89.35249607,48.96569667,44.23138143
TNFRSF10C,33.96841504,32.96000977,21.22750855,22.24537473,13.24339375,18.58356558,27.0545521,37.38596198,52.48941974,11.92483251,21.04968923,22.55646373,29.83333772,28.72174597,20.5374743,23.67207938,20.97788111,134.5211505,12.03169188,33.320605
TNFRSF13B,33.1073582,23.64943658,29.12585726,31.21117013,40.93534615,25.75276089,21.17189535,10.10382964,21.09229493,29.89024112,37.18065122,30.73016212,16.40633848,15.62748624,338.8951923,20.34730111,124.1332068,34.02311437,179.71401,28.44422168
TNFRSF25,28.86461675,33.15677888,216.5732474,47.50816226,52.95148519,131.3810495,17.91899299,13.18837155,10.26021027,66.39175714,37.76377855,20.8027441,13.75750014,18.5468139,17.45184712,26.44358876,18.99531444,29.25071009,19.72347114,31.99293741
TNNI2,32.20272251,89.57081015,19.37239669,15.38513929,19.93904793,14.14728385,15.47023287,49.54944325,17.23950271,8.243401213,30.35455748,75.7729955,36.85140247,42.34020934,16.35942391,34.95289704,16.10205868,62.88621982,13.25769811,90.99810236
TOMM22,98.1826432,283.9785378,129.3696591,110.385209,92.05788275,112.3008105,97.00487477,89.98087837,18.94719861,116.932793,133.7102108,64.21761123,126.5062287,134.6982808,129.3724564,204.7090708,100.5764343,50.82261446,103.8872667,57.78787504
TOMM34,71.87253915,117.2705548,88.14993364,50.04665645,33.66527247,77.74591389,86.60401436,130.427354,39.187759,125.4198411,100.2688021,86.37416601,113.7891706,97.69335732,59.49011932,346.5091973,80.37944742,70.40679514,133.8835248,68.19360911
TRAF3IP2,35.08190246,15.7480948,48.63999243,30.00609388,37.04032287,35.13236487,27.02693573,62.79229066,32.18355277,25.54099168,32.52300984,31.09780012,53.07752318,29.14731349,60.21586092,45.14625342,76.05384135,39.10784407,22.86702342,25.92958983
TRAK1,71.06134142,128.5234178,53.64150407,54.64985465,80.69101124,51.15145855,37.64157304,77.64481624,45.83405635,47.2653148,72.65397887,79.81752854,95.15129216,93.65298403,109.6521488,102.7326588,154.9530298,61.09693878,71.5325586,39.43500324
TRAT1,12.37832006,13.75249983,233.6199017,29.13907223,16.38259988,167.2247739,7.908750057,85.34810987,21.43143996,204.1391241,8.327836675,22.33286345,13.84602152,10.40286198,10.17953204,17.8318769,7.602023554,34.05200825,13.58656643,45.77861968
TREM1,189.0386584,138.3063717,27.58564124,26.90458903,16.85737894,22.57252005,21.37280366,18.4334631,31.07732809,13.06756086,36.33988054,21.73190637,60.23979941,36.98342445,20.02153675,72.96773926,30.07968761,769.9501437,29.70996495,31.58410512
TREML2,30.88006696,38.21318721,27.61246847,26.3638513,17.29661252,24.34053288,26.48425911,52.63117211,61.24110215,25.73681068,30.54285433,22.51784469,24.99433713,30.28351989,33.6225686,22.12557961,59.04703951,164.5609373,31.45502752,33.77277867
TRIB1,121.4633862,206.8125087,72.85525466,27.74016998,36.19840256,30.53957141,90.72170036,147.0583983,587.5310685,36.75678699,35.72499819,80.26262642,351.0651421,440.9922672,35.5330923,249.7538197,25.6028137,145.0829252,1094.112287,127.1088028
TSPAN7,11.47876506,15.32942185,17.00232043,12.50292891,15.33759253,14.0554313,17.79282123,13.09456912,21.43389081,22.85324991,40.9304525,12.81227294,10.38981742,42.68684161,11.84703603,17.21521402,12.98130215,28.07989581,46.69080588,20.17850919
TUBB6,84.65287157,56.61536356,33.2058379,29.11667778,47.47981731,32.22643286,172.222695,25.16917039,24.11024796,32.49732551,170.8818426,103.7500098,174.3031046,203.2043102,81.36752152,175.1226668,49.54087061,24.6815938,50.83586526,125.3870007
TULP2,25.52575228,31.47639759,20.52169975,13.93094875,22.2281077,16.02488289,18.85007383,10.51106413,18.53022945,19.19337391,19.34145254,34.02278234,8.486431191,10.02263548,21.11840897,14.93838767,38.28948445,35.92575199,26.31328113,45.67116574
TYRO3,21.30159238,12.41023821,19.31901197,16.95136515,12.94919954,15.12849243,22.00657957,15.92271042,10.25236547,15.93234564,17.71197376,26.94188285,21.34568951,18.53798629,13.56441341,17.04277939,17.43511222,21.00157631,23.14349738,39.31633256
UBE2J1,133.782872,365.0697934,98.3984443,92.65841108,196.0476083,96.24618722,93.39070831,289.3464782,119.9071042,94.2327891,158.8062131,70.89353603,225.3800837,187.877026,316.4862678,162.9395582,168.2494472,142.908453,755.3961367,92.26639138
ULK2,34.84627454,105.2756956,33.90029611,42.80753566,63.01138908,32.03860804,24.06677488,42.14071071,25.35121085,22.74898084,27.0007541,21.97804903,43.44583173,37.42817424,18.54879318,42.92896549,16.38260907,27.07728719,16.12471587,30.0179614
WEE1,18.31553158,16.89834763,43.89036134,45.89693998,52.71422446,52.21437186,104.0608246,67.8902951,88.5031803,110.0918455,123.5622923,27.58447646,29.49391839,22.90596214,162.4926038,37.63175164,70.37535195,40.3949701,36.69297139,24.3067551
YTHDF3,137.7057602,178.3100204,107.5264164,93.15356455,448.8237632,105.5709979,92.36850931,138.9261545,152.13815,195.4109531,127.9294896,117.0376528,96.03712739,98.94362314,106.9180514,147.1427164,89.49164974,199.9340369,54.07076707,74.97710831
ZC3H12A,76.60623247,85.44128968,90.62268836,101.9730179,93.61699879,102.719446,53.09032178,146.3930148,27.35080322,110.1094516,32.25387745,93.09842153,324.6611915,132.9781257,72.18063163,103.5675781,92.87362225,215.8209127,135.9857058,48.27205284
ZDHHC13,25.58411871,26.45391053,47.27510732,44.3164249,49.29293366,53.74693459,47.18212596,47.26381674,130.8030863,48.47272911,31.56125915,29.58144691,44.32672922,37.37787488,46.43761206,54.65349611,48.13921695,44.75965293,32.56069638,36.07526389
ZNF180,42.68408653,29.38606808,37.49038396,28.4626332,48.37618697,26.0460025,42.5096755,13.89932646,38.80974986,54.28533277,41.74896977,44.66976239,11.15989935,10.36369041,23.67205929,21.24964712,21.9479547,36.94482119,15.48706342,15.10172004
ZNF189,67.02029489,32.68412391,48.39242603,49.64192421,44.14307868,41.59917211,67.81420799,64.52754548,48.31971202,103.4665381,145.8562104,52.92624409,51.87521317,47.87459943,52.43125502,65.04194247,50.61358264,71.16705874,49.14003472,38.54822451
ZNF34,37.69218873,86.51823718,35.83927608,42.73919984,35.5281306,34.69316866,26.27288294,86.37070099,12.85479507,36.12762412,34.85830678,57.51614782,42.12720188,48.46592788,21.93093196,46.60448229,23.09076621,33.73785521,25.29185512,20.96701087
ZNF552,29.82752348,25.61186836,38.8255434,38.52459177,44.52250561,46.39369821,29.42727687,37.8810231,181.4223655,27.55813086,25.55238368,25.04667861,21.13592378,18.71503755,52.57601071,26.76319711,54.90738864,31.51712506,29.03841683,35.40701421
ZNF593,54.50388246,155.7826461,77.24705502,37.56988808,51.39747211,77.26550469,69.75901958,58.61633969,10.9445332,83.12564992,75.54662663,63.23045157,113.0783292,95.59954288,57.62753824,98.78658516,45.72708393,24.82233408,127.3755952,64.58739245
